"number","title","pageid","namespace","length","touched"
"562","Evolutionism","9670","","11136","20251111232449"
"563","Eugenics","9737","","82176","20260506011443"
"564","Emoticon","9739","","58640","20260508182054"
"565","Eschatology","9760","","94154","20260502205926"
"566","Emma_Goldman","9764","","111642","20260505133724"
"567","Eucharist","9767","","144970","20260505193746"
"568","E._E._Smith","9814","","55995","20260420161812"
"569","Ethnocentrism","9827","","35756","20260506145346"
"570","Epistle_to_the_Ephesians","9869","","23884","20260330092156"
"571","Expert","9892","","47071","20260501155557"
"572","Evil","9897","","52295","20260312154057"
"573","Ecclesiastes","9910","","49022","20260415173536"
"574","Ethnology","9928","","9414","20251102130555"
"575","Espagnole_sauce","9929","","10724","20251107042444"
"576","Extreme_sport","9933","","29112","20260505204210"
"577","Epistle_to_the_Philippians","9950","","54279","20260503201657"
"578","Epistle_to_the_Colossians","9951","","24794","20260419093046"
"579","Epistle_to_Philemon","9963","","25585","20260331234401"
"580","Essenes","9978","","55299","20260226071650"
"581","Eyes_Wide_Shut","9979","","136589","20260507213758"
"582","Outline_of_entertainment","9988","","9639","20260122054753"
"583","List_of_lists_of_contemporary_ethnic_groups","9992","","3297","20260505164038"
"584","Electronic_musical_instrument","10006","","51512","20260507234803"
"585","Flag_of_Europe","10025","","108904","20260419023103"
"586","Anthem_of_Europe","10026","","15081","20260407134538"
"587","Edmund_Burke","10030","","144485","20260504221304"
"588","Etiology","10055","","5934","20260503173146"
"589","Epigram","10075","","19066","20260313004500"
"590","European_Convention_on_Nationality","10080","","9667","20250131054001"
"591","English_orthography","10081","","165239","20260427005420"
"592","Egalitarianism","10113","","36815","20260328030657"
"593","Edward_de_Vere,_17th_Earl_of_Oxford","10139","","83686","20260207152100"
"594","East_Coast_Swing","10147","","8736","20260406180655"
"595","Engelbert_Dollfuss","10150","","35700","20260504052158"
"596","Final_Solution","10160","","96004","20260405152508"
"597","Effects_unit","10165","","87923","20260506075802"
"598","Explosive","10192","","66621","20260506054116"
"599","Economic_security","10211","","12607","20260126214708"
"600","Executive_(government)","10263","","7450","20260213012036"
"601","Editor_war","10268","","11353","20260226232948"
"602","Electric_guitar","10272","","47312","20260423150316"
"603","Enver_Hoxha","10286","","109453","20260506062838"
"604","Lord_Mountbatten","10292","","166028","20260423174747"
"605","Esbat","10304","","8192","20260314032720"
"606","Edwin_Howard_Armstrong","10315","","66921","20260411212341"
"607","Ancient_Egyptian_religion","10331","","90327","20260428000843"
"608","EFTPOS","10333","","36810","20260419102448"
"609","Electrochemical_cell","10339","","21904","20260411192637"
"610","Elephant_6","10368","","23094","20260502170945"
"611","History_of_Esperanto","10400","","33322","20260211142938"
"612","Esperanto_culture","10404","","16772","20260307010952"
"613","Eight_queens_puzzle","10474","","34711","20260409023945"
"614","Ed_Wood","10520","","72827","20260505100721"
"615","Association_football","10568","","146350","20260429201638"
"616","Finland","10577","","260430","20260508184930"
"617","Flavoring","10591","","35366","20260331110131"
"618","Free_software_movement","10638","","44216","20251224123931"
"619","Food","10646","","55018","20260421061118"
"620","Fantasy_sport","10653","","72801","20260506071001"
"621","Tackle_(football_move)","10667","","31837","20260429103928"
"622","Football_player","10669","","34631","20260415164713"
"623","Frank_Zappa","10672","","221606","20260503152427"
"624","Frank_Lloyd_Wright","10683","","135754","20260508012017"
"625","Filk_music","10685","","23942","20251225030433"
"626","Frisbee","10687","","33926","20260419143551"
"627","François_Truffaut","10770","","52755","20260401103133"
"628","Funk","10778","","99519","20260414192247"
"629","Film_festival","10781","","47106","20260407191040"
"630","Feminist_film_theory","10796","","24087","20260306020759"
"631","Film_theory","10799","","18166","20251031212500"
"632","Freestyle_music","10808","","25844","20260505193949"
"633","Surnames_by_country","10814","","123404","20260429131958"
"634","Fax","10826","","55477","20260501171628"
"635","Film_crew","10827","","51179","20260105090310"
"636","Food_preservation","10834","","43571","20251128155406"
"637","Faith_and_rationality","10837","","9654","20260305094948"
"638","List_of_film_institutes","10839","","1420","20250722034115"
"639","Fruit","10843","","57379","20260409135438"
"640","Fictional_language","10853","","11899","20260122134527"
"641","Fields_Medal","10859","","91412","20260504115530"
"642","West_Flemish","10874","","11310","20260326131200"
"643","Fritz_Leiber","10875","","42379","20260404160932"
"644","French_fries","10885","","74627","20260504194722"
"645","Field_hockey","10886","","94523","20260507213104"
"646","The_Free_Software_Definition","10894","","8318","20260129031413"
"647","Family_law","10905","","11182","20250811220645"
"648","Hyphanet","10997","","63966","20260210075018"
"649","Francis_Hopkinson","11022","","33018","20260509075502"
"650","First-class_cricket","11040","","30315","20260508171116"
"651","Ferdinand_de_Saussure","11041","","56939","20260328033924"
"652","Fascism","11054","","249357","20260506223255"
"653","Five_Pillars_of_Islam","11059","","31917","20260304031626"
"654","Faith","11064","","92588","20260417053250"
"655","Fanzine","11101","","61548","20260503163500"
"656","Fabritio_Caroso","11103","","2259","20260110112821"
"657","Food_and_Agriculture_Organization","11107","","91654","20260416172609"
"658","Fiqh","11114","","47110","20260405195428"
"659","Fire","11145","","77208","20260413143255"
"660","Figure_skating","11152","","168087","20260430182836"
"661","Funeral","11182","","130152","20260428225138"
"662","Feminism","11185","","201015","20260428162012"
"663","Francis_Fukuyama","11194","","63762","20260503164829"
"664","Fingerspelling","11195","","25341","20260105201906"
"665","Floorball","11247","","39808","20260307030547"
"666","Fu_Manchu","11253","","53480","20260507163454"
"667","Feminist_science_fiction","11257","","72449","20260210120704"
"668","Fatwa","11259","","52145","20260428043630"
"669","Faroese_language","11273","","51804","20260414085655"
"670","Fruitarianism","11286","","25060","20260125215345"
"671","Folklore","11303","","83989","20260421042852"
"672","Fusion_cuisine","11304","","25419","20260416182807"
"673","Foster's_Lager","11314","","21442","20260508162815"
"674","Francis_Bacon","11319","","97136","20260502192320"
"675","Frigg","11353","","30521","20260504150209"
"676","Four_Noble_Truths","11393","","161206","20260508113523"
"677","Freeman_Dyson","11397","","89259","20260429051521"
"678","Forcemeat","11415","","4466","20260223011303"
"679","Flag","11424","","59778","20260328032607"
"680","Faster-than-light","11439","","68888","20260504182939"
"681","Fatherland","11445","","270","20260504171135"
"682","Flag_of_the_United_States","11447","","177492","20260502024638"
"683","Furlong","11488","","17100","20260503090029"
"684","Fable","11491","","26816","20260502023434"
"685","Fandom","11504","","48158","20260502000927"
"686","Francis_Drake","11508","","104033","20260508132650"
"687","Futurians","11531","","14689","20251220185828"
"688","First_Fandom","11532","","7348","20251116083035"
"689","Firmin_Abauzit","11543","","9838","20260213145052"
"690","Flamenco","11558","","101294","20260507031736"
"691","Feminist_theology","11587","","48802","20260427033802"
"692","Freeware","11592","","22615","20260501052550"
"693","Flat_Earth","11593","","82416","20260430190500"
"694","Persian_language","11600","","136092","20260505222922"
"695","Folk_dance","11624","","22856","20260330095500"
"696","Faith_healing","11627","","90761","20260501031231"
"697","Francis_of_Assisi","11638","","92434","20260506195647"
"698","Friedrich_Hayek","11646","","179143","20260504180245"
"699","Fashion","11657","","103990","20260504182344"
"700","Fantastic_Four","11664","","124167","20260507211011"
"701","Far_East","11672","","25573","20260506102817"
"702","False_cognate","11676","","20661","20260412144630"
"703","Fundamental_analysis","11684","","11297","20260304024119"
"704","False_etymology","11709","","6471","20260407185558"
"705","Frederik_Pohl","11736","","35444","20260421145751"
"706","Fantasy_film","11741","","33269","20260125213455"
"707","Fasces","11755","","51853","20260407094155"
"708","Fur_seal","11780","","15986","20260508203013"
"709","Food_additive","11815","","21550","20260226141343"
"710","Guitar","11846","","91070","20260426024831"
"711","GNU","11875","","33532","20260429141332"
"712","Gradualism","11877","","11531","20260508044928"
"713","George_Orwell","11891","","187588","20260506225844"
"714","GNU/Linux","11902","","203","20251002022657"
"715","Gambling","11921","","49381","20260505184641"
"716","Firearm","11966","","144507","20260418121342"
"717","Generation_X","11973","","176191","20260416173302"
"718","Gardening","11984","","99001","20260507191540"
"719","Graffiti","11985","","118287","20260505204211"
"720","Godzilla_vs._Mothra","12003","","22971","20260324010939"
"721","Gangsta_rap","12212","","88345","20260427054210"
"722","Film_genre","12221","","46008","20260326233904"
"723","Gallium","12241","","78131","20260428234618"
"724","Gadolinium","12243","","47666","20260414182205"
"725","Georg_Henrik_von_Wright","12250","","26411","20260425152303"
"726","Grimoire","12284","","32347","20260428143629"
"727","A_Song_of_Ice_and_Fire","12301","","186036","20260427175352"
"728","Grandmaster_(chess)","12304","","29229","20260509125110"
"729","Speaking_in_tongues","12327","","68503","20260421211103"
"730","G._K._Chesterton","12333","","98921","20260429114810"
"731","God_Save_the_King","12334","","112842","20260508013456"
"732","Gladiator","12336","","120343","20260504155450"
"733","Genetically_modified_organism","12339","","228587","20260419164815"
"734","Glagolitic_script","12353","","98939","20260509133557"
"735","Gnome","12361","","95229","20260502213839"
"736","Graphite","12366","","77622","20260416181716"
"737","Guild","12369","","44843","20260504191819"
"738","Genetic_engineering","12383","","139793","20260501000016"
"739","Golden_ratio","12386","","120046","20260425115018"
"740","Gaia_philosophy","12393","","15064","20260314052325"
"741","Gumby","12405","","35212","20260505214209"
"742","Gibberish","12407","","18669","20260427090457"
"743","Lists_of_gymnasts","12422","","6220","20241204173352"
"744","Mobile_Suit_Gundam_Wing","12449","","34359","20260425033337"
"745","Gospel_of_Barnabas","12474","","58100","20260216233000"
"746","Gospel_of_John","12493","","95774","20260506131504"
"747","Ghost","12514","","116320","20260502085306"
"748","Gematria","12541","","67999","20260424192700"
"749","Gymnastics","12551","","64762","20260503160401"
"750","Gilles_Deleuze","12557","","62442","20260504030952"
"751","Grappling","12564","","21420","20260412062739"
"752","Glass","12581","","93597","20260504063441"
"753","Gel_electrophoresis","12582","","43170","20260326120337"
"754","GNU_Manifesto","12592","","7267","20260109210703"
"755","Eurogame","12609","","32350","20260322223104"
"756","Guitarist","12620","","13979","20260324111419"
"757","Gothic_fiction","12622","","108830","20260227041203"
"758","GIMP","12628","","62611","20260408214314"
"759","Godwin's_law","12656","","15116","20260430185903"
"760","Shock_site","12688","","26838","20260426182930"
"761","GIF","12702","","89012","20260505005652"
"762","Goodtimes_virus","12709","","5609","20250308013448"
"763","Gary_Snyder","12710","","44112","20260428183545"
"764","Goddess","12734","","46519","20260506031824"
"765","Gunpowder","12737","","98049","20260508224440"
"766","Gerald_Gardner","12789","","65504","20260413091447"
"767","Graphic_design","12799","","53126","20260508184421"
"768","Gemstone","12806","","63308","20260419020916"
"769","Flag_of_Greenland","12815","","8860","20260228093959"
"770","Gate","12821","","8088","20260331011342"
"771","Greek_fire","12822","","47808","20260408174228"
"772","Garbage_in,_garbage_out","12823","","6248","20260417035721"
"773","Golden_Rule","12859","","83594","20260506140437"
"774","Gene_therapy","12891","","190311","20260429015458"
"775","Goth_subculture","12905","","70898","20260419104730"
"776","Ghost_in_the_Shell","12914","","38620","20260421213323"
"777","Gnosis","12922","","30808","20260421211116"
"778","Georgian_architecture","12924","","32493","20260320072545"
"779","Gambler's_fallacy","12970","","40593","20260505081253"
"780","Grok","12998","","19661","20260422002538"
"781","Greenwich_Village","13011","","157946","20260402120648"
"782","Garfield","13022","","71529","20260505064445"
"783","Jinn","13027","","107235","20260424214300"
"784","Gallurese","13029","","14423","20260308184822"
"785","List_of_glues","13033","","12900","20241207180218"
